geo_unit,X,Y
E02003365,483705.9988,161799.2755
E02003339,574852.4486,165856.6483
E02000720,541105.0756,185153.9729
E02000119,520639.1335,183849.9524
E02003322,577732.3087,169108.5821
E02000394,526122.5183,176388.7346
E02000830,533214.2439,176313.9812
E02000303,533773.7512,193336.2476
E02006537,523645.5409,105421.5288
E02006443,497548.8749,145421.6254
E02003344,577044.7304,164884.7534
E02004180,259642.2184,135014.8203
E02003962,201505.1485,53006.4909
E02004799,424860.1392,94981.3042
W02000329,329062.0638,196534.6201
E02003511,526427.3198,105193.5363
E02000900,536879.6717,192178.6977
E02004825,439006.2491,120135.0318
E02000774,545626.8722,187574.7891
E02000254,512993.3683,181465.338
E02003543,465169.6985,99455.6243
E02001914,407074.367,283883.1056
E02006795,512636.5352,187029.2313
E02006078,342695.0215,127366.3135
E02000566,531442.8712,185091.3299
E02000868,534480.9846,183041.4472
E02003342,581138.8895,165551.0982
E02006362,518780.9095,158662.7823
E02003548,465086.0574,98704.2135
E02005162,566793.4776,144818.0249
E02003950,137045.6117,30957.2946
E02006955,519067.9758,185873.4712
E02003215,413609.7662,187939.9365
E02000098,518785.2218,187533.7985
E02000459,514204.4867,186806.9791
E02000120,524921.8102,183891.3169
E02000151,544831.578,167275.9895
E02003001,374531.4797,163370.7946
E02003960,208832.9999,53983.0829
E02004772,467816.5426,107371.7241
E02000594,527659.5309,178026.0074
E02000542,512879.9981,175588.2659
E02001827,410506.0903,299975.6686
E02005033,556890.1422,174004.6181
E02006833,567941.9428,158261.5096
E02006424,488809.0119,159332.6492
E02006400,502340.0707,163922.4727
E02000580,524665.7873,181331.4378
E02004193,263331.8036,56204.5407
E02000495,509814.2979,190810.6394
E02000300,534050.4017,194178.3944
E02000240,513023.096,184839.2728
E02000843,528122.225,165988.3984
E02000511,509415.7491,182530.5422
W02000342,351570.9827,196833.1247
E02000472,550377.2373,190317.0772
E02000529,512823.6254,177916.2445
E02000754,541370.2317,191912.0027
E02006439,485504.0773,149060.0232
E02004758,479867.0264,153631.372
E02000168,528945.1753,185707.3468
E02003217,413341.9289,187204.6093
E02005168,558122.5539,140413.5786
E02006614,532839.9995,123188.9064
E02000200,533643.6408,168691.2168
E02004191,280437.9036,60296.9356
E02000642,531958.3528,173306.6165
E02004676,460744.1706,161542.4088
E02006456,506359.056,160961.9809
E02004755,480687.7827,155129.6698
E02000132,537201.8213,170208.4321
E02001931,409707.5896,281309.1505
E02004211,290820.2858,73424.4039
E02004757,481524.2622,153767.1948
E02006100,322468.4792,126457.4246
E02006600,506032.8474,117034.68
E02003936,229869.1985,80370.4649
E02006994,542923.7114,179039.6309
E02005129,601882.4809,161192.3016
E02003063,360231.127,167574.8377
E02000878,533949.7569,181745.8842
E02000872,534065.4094,182468.6401
E02006654,391802.0727,173129.3816
E02000713,523942.1534,166790.5508
E02003907,171947.0728,49257.525
E02004204,285766.2917,79046.8037
E02006612,532893.3485,123755.1843
E02003320,576711.3603,169617.7379
E02000074,551331.0448,176699.2018
E02000358,533502.8986,185682.204
E02003416,500816.0271,179587.3491
E02001874,410487.1623,288582.5882
E02000951,528111.8649,172594.4941
E02000905,537339.5227,190124.8894
E02000835,535485.8897,174984.5876
E02006822,470144.7836,106929.7946
E02003143,255361.936,55675.778
E02000859,528509.4076,163310.2598
E02003493,529802.5728,108180.9211
W02000101,322682.4457,301752.2493
E02006559,491305.4168,98985.0411
E02005056,564602.8922,173909.7784
E02006451,506268.1231,139216.8201
E02006055,361596.9522,143367.0271
E02001865,404622.429,289655.6934
W02000337,330294.5404,215198.2836
E02000087,549414.2907,173777.7537
E02004752,480862.6873,160251.8685
E02000514,510208.1889,181681.3477
E02003545,464287.1899,99044.6149
E02004796,426517.3032,95516.7116
E02004704,478612.4698,134675.8082
E02004382,544975.2547,112269.0878
E02000154,546030.2222,166588.5448
E02005029,559223.6483,174375.341
E02005163,557896.0569,142067.6878
E02000392,524878.3543,176814.0493
E02003494,530976.635,107712.0294
E02000484,552294.6512,187050.04
E02000229,538833.6547,161777.0177
E02004145,306158.2626,82522.5494
E02001895,415221.5088,285426.3742
E02003348,579419.7031,164091.1615
E02003938,190204.5612,73481.4012
W02000114,320903.2021,218990.1018
E02006435,531870.6517,150384.2228
E02000808,532207.4973,179901.6532
E02000096,517653.2919,188249.8106
E02004406,551273.0549,130429.2894
E02003079,336302.3681,163625.7488
E02000290,535920.3477,196086.4463
E02000259,515427.071,180938.7539
E02000179,527353.3492,184430.1606
E02000037,519101.0991,192885.0219
E02000586,526093.2871,179340.0543
E02006364,516360.3732,157484.6726
E02003939,199202.7015,72248.6824
E02006346,509564.2417,154022.3766
E02005137,637511.2949,169717.5575
E02006109,321079.2353,123315.824
E02004800,423778.394,93605.8261
E02000172,528427.1512,185066.9157
E02003127,246110.3637,59035.789
E02006547,498343.9791,102952.537
E02000209,530674.6111,166998.3758
E02000407,533507.9967,190253.1893
E02003410,497018.6335,181406.0833
E02005077,577444.1356,154146.3336
E02000379,521681.7443,179538.4224
E02003563,439503.3506,113765.0647
E02003422,487100.0496,184022.1062
E02004200,271171.7434,40135.5393
E02003402,471957.4563,172420.549
E02001929,412120.5722,281859.7478
E02006436,535978.381,149111.6096
E02001863,407815.7288,289902.0003
E02000415,531960.2782,189585.8868
E02005075,573585.3182,155092.9344
E02000552,509852.6542,172125.4899
E02006088,356241.3336,117063.7297
E02006342,521009.3294,160536.2298
E02000570,531206.0384,184191.6756
E02001860,404119.578,290460.9864
E02000020,545499.7231,183445.8209
E02006465,499418.1036,157738.8464
E02006091,347243.0005,115628.7295
E02000177,528172.7848,184659.156
E02000740,539633.6448,182650.4392
E02006376,525475.5522,159929.9732
E02006688,384861.1766,156611.4847
E02005015,618691.5828,166592.5819
E02006785,545798.8436,176514.8874
E02004170,301883.7595,107221.7823
E02000280,532573.7853,198099.2026
W02000335,330332.1968,193646.9069
E02003091,364522.7236,189713.7635
E02000133,543060.9342,169988.8196
E02006327,508964.3167,164980.8591
E02006675,421874.9681,128485.1552
E02000895,537837.1415,194716.4491
E02000360,534359.6281,185332.1078
E02004725,445952.552,108762.8448
E02003559,440617.1567,114171.0149
E02005087,551900.9087,169963.4308
E02000451,513163.1189,188811.8443
E02006591,518605.0887,131414.3255
E02005031,560051.8244,174333.9776
E02000169,525777.4254,185697.3193
E02003141,245761.2072,55971.4105
E02000054,522565.4272,189644.1048
E02006381,524832.2778,155620.2843
E02000159,542468.0354,165401.8909
E02003578,445413.5029,111379.5425
E02003579,444002.8409,110666.9704
E02000452,515309.7182,188821.6004
E02004996,604338.498,147124.5825
E02000015,549929.7994,184480.6752
E02004784,432628.3757,112021.3288
E02000409,532795.3045,190161.2516
E02003166,287281.2071,60932.92
E02007026,423497.674,148952.5253
E02005128,600678.777,161272.3919
E02003071,340629.6597,171073.5428
E02004367,560139.1289,98035.4055
E02000171,527715.6338,185389.4019
E02001833,408321.4058,295616.6001
E02003449,475280.549,170273.9432
E02000372,522376.7228,181254.5667
E02003547,463854.5759,99163.8545
E02000757,540156.9379,190683.7545
E02005125,592120.632,163648.0524
E02005135,636192.7253,170140.9106
E02004412,558253.7367,120992.9174
E02006645,393112.5092,188079.6313
E02006968,518438.5038,181381.6144
E02000893,538469.1436,178875.1455
E02001848,408483.9568,292458.5786
E02005140,638842.1735,168608.2803
E02000384,523144.3844,178490.4126
E02000414,533161.6799,189771.8777
E02000288,535223.4281,196262.0497
E02000711,525940.8452,167996.8891
E02004824,435569.8587,121278.6584
E02005074,579304.6167,155011.243
E02006652,391567.7838,174337.4144
E02004826,433588.6658,121928.63
E02006338,521133.7834,163100.5872
E02006665,381617.1634,132336.7543
E02003059,357667.554,168745.0949
E02003066,344648.4844,175792.0767
E02006581,526522.2779,136086.6587
E02006692,388480.076,144916.0649
E02003598,455864.2071,77895.4072
E02006446,501657.0859,144664.2425
E02004153,290436.9567,93341.681
E02003583,450779.2147,94871.0244
E02004210,293563.0556,73154.3938
E02000556,530587.0674,186896.5691
E02003574,445997.1686,111793.031
E02004365,561693.8327,99339.5564
E02000961,525976.3276,183183.1706
E02004376,581895.5628,109771.8101
E02006630,513846.36,102819.865
E02003051,358916.3811,171011.4126
E02003159,292055.3893,64699.418
E02006588,521082.4994,133316.2148
E02004411,547482.2191,121770.1941
E02000745,541668.1073,181686.1934
E02000370,532506.4684,183155.3592
E02000896,538807.3486,194293.4795
E02000401,532393.9103,191136.5438
E02000206,532890.6235,167594.2338
E02000402,532984.6803,191086.6474
E02001920,400368.8445,282984.5208
E02004686,463128.5117,151828.2547
E02000831,534055.9552,176057.9203
E02003020,356721.723,176917.4847
E02006085,357086.3358,117624.1091
E02000197,530467.8812,169220.9755
E02006829,470562.3621,112166.5781
E02000624,531173.5271,176863.1041
E02000428,532917.6338,188224.0358
E02006620,530606.2923,115743.7752
E02000373,522698.4304,180786.9392
E02004133,330219.3181,98716.4418
E02000504,507552.4302,186217.8856
E02000479,551973.6064,188109.7418
E02003925,165561.879,39447.3282
E02006634,425282.4768,173600.3592
E02006060,348072.6933,136539.8756
E02003325,577238.0147,168236.1852
E02000925,527652.9712,176532.3209
E02006549,509238.0223,102487.9481
E02002999,372644.838,163655.5129
E02004803,486198.5812,157057.1203
E02000099,517872.6313,186931.2942
E02004694,446152.5781,148252.658
E02006927,540861.5635,175165.5354
E02000482,556620.2597,187301.8466
E02004830,449242.645,133501.461
E02004207,281708.705,75950.6417
E02006969,517977.6248,180647.8504
E02006792,520175.2819,178424.1876
E02000561,529703.0307,185995.7682
E02006631,514918.2185,102776.1142
E02000576,532314.5326,182497.184
E02004229,258982.7969,100929.6562
E02006393,500912.4555,171069.6279
E02001855,414470.2353,291265.2372
E02000574,530957.3232,183033.4768
E02004405,552284.5206,130943.5499
E02000836,533745.3157,174658.2646
E02000802,514517.9,171249.3603
E02001872,415826.0993,288776.867
E02002991,374908.6947,165542.8927
E02006357,489032.1333,149726.2391
E02006653,390299.6752,173227.3349
E02003567,438987.0349,113327.5001
E02000490,552231.2751,184240.3715
E02003027,359291.4341,175826.509
E02000385,524320.0323,178165.4893
E02000804,515896.5717,170940.6424
E02006082,369478.0901,120103.2688
E02000182,526629.391,184160.9436
E02001880,414115.6865,287536.695
E02000343,542881.3278,172411.4221
W02000106,295581.2239,284603.2879
E02004798,423926.0664,95256.8829
E02000302,532033.0429,193393.0254
E02005002,599465.4679,141643.2238
E02004713,444627.8789,120805.8043
E02000743,539869.0187,182074.7364
E02000913,538446.9019,188020.3305
E02003546,466527.8291,98913.773
E02000546,512689.5616,174856.617
E02000315,546790.7978,179317.1557
E02000299,534859.3572,194341.1495
E02003025,360723.5725,176319.5088
E02003372,466218.2522,172539.0493
E02005157,559259.7182,148810.0095
E02006624,514033.9282,104551.3612
E02006987,532579.7992,165457.1781
E02000116,522312.8682,184719.0534
E02005101,551452.2323,144683.5549
E02004182,256448.888,133419.9843
E02000915,539092.9156,187725.8862
E02005047,636835.3841,151001.0695
E02003564,445260.4802,113785.9487
E02004832,458564.9644,131962.6141
E02001886,403074.1264,286795.1095
E02001847,414322.4576,292737.6407
E02000453,514311.3199,188620.7934
E02000445,515717.582,189811.4072
E02000677,538180.9417,172906.3495
E02003236,414964.1398,180817.297
E02003945,152745.0553,37897.0179
E02004230,259190.8504,95268.8222
E02005166,559781.8305,141124.171
E02003951,146182.5551,28642.4964
E02000427,531662.2281,188279.6857
E02000279,536744.9372,198692.6528
E02003517,531033.3858,104732.927
E02006385,528412.6095,151084.7233
E02003384,438950.9182,166650.1749
E02000123,521742.4629,183417.3739
E02000869,533821.3167,182830.1897
E02005111,615689.244,134486.5162
E02006061,345382.6482,153733.6368
E02003366,485128.0346,161337.4221
E02006560,489645.5176,98586.1352
E02000268,518012.0707,179773.792
E02000469,553081.1666,191115.0106
E02006414,507100.1309,168192.7088
E02001945,401015.7389,279447.1455
E02006454,490380.5032,133205.9197
E02000665,539205.5833,174902.4143
E02003400,473275.3489,172758.2716
E02006343,520567.2463,159569.367
E02004359,560220.7693,102330.4751
E02004224,236124.514,122676.624
E02004797,431310.5995,95647.1009
E02004829,447139.4159,136359.3741
E02006646,409611.7487,187414.4526
E02000977,530004.5875,180755.3373
E02001910,407765.5073,284256.0589
W02000099,322733.7675,307863.5422
E02003103,370825.6231,181060.4384
E02003002,375450.3226,162538.1292
E02000438,513355.8229,191110.2521
E02007039,409477.4075,283691.9075
W02000097,314743.985,319751.8528
E02006074,329810.0516,134512.0321
E02004260,390005.3475,106598.3801
E02000281,534167.353,197916.7579
E02000693,526897.9672,170595.3804
E02005058,563675.1409,173185.2418
E02003561,443099.6173,114062.5204
E02000833,533075.8458,175530.0622
E02003033,357980.6038,174372.47
E02004186,253760.3444,131871.2858
E02000388,525133.5103,177554.6961
E02001935,402241.9822,280854.6636
E02005018,609815.3914,164868.0898
E02003917,179531.3017,31964.23
E02003036,358812.3051,174038.0848
E02000165,541409.3549,158827.7582
E02000609,521161.6137,167051.9675
E02006543,507224.4005,105082.2185
E02004786,438792.8917,110114.178
E02004236,416142.2363,95014.0272
E02000057,523678.7858,188701.0789
E02006596,515979.4262,126495.9826
E02001837,408363.7946,294357.412
E02004219,283778.4213,66919.4948
E02006114,295751.8802,145961.4679
E02000742,542488.9745,182374.0496
E02003084,332604.831,161316.6151
E02000801,515541.036,171556.1818
E02006422,490409.9395,159650.1348
E02003446,474733.4688,171006.363
W02000330,330395.3558,196115.4743
E02000135,534980.5006,169923.0597
E02006990,246858.3105,54212.5426
E02006952,358604.89,172806.6923
E02006608,534799.2669,137695.8162
E02003230,415056.8427,184207.914
E02005054,628908.3919,140934.1998
E02000224,532471.7054,162878.7266
E02000940,525615.3149,174280.9666
E02006463,500161.8396,158410.1621
E02004675,459384.3036,161999.0799
E02000237,531291.4523,157736.8179
E02007020,544422.1614,186002.2617
W02000107,327683.2479,268728.7716
E02000038,527843.9373,192253.5599
E02000167,526719.0295,185852.3627
E02005138,632133.8688,169660.4068
E02006449,494045.2813,142216.039
E02000318,545483.2548,178562.621
E02003571,441587.9709,112565.4149
E02000814,536320.4052,179368.3232
E02004358,563058.3692,102664.3407
E02006047,377592.8365,150744.1147
E02004371,583681.3292,111536.4332
E02000792,517291.4221,174147.8804
E02006447,482814.7498,144475.6552
E02001944,406505.5563,279630.3825
E02004363,560564.9128,99969.3797
E02000493,552641.9328,182098.9594
E02006568,486369.7911,105736.5886
E02005096,553408.1794,156461.6486
E02003225,412174.0686,184851.6009
E02007008,537943.928,175941.9287
E02000176,527107.4053,184789.2301
E02000430,530408.9866,188185.0959
E02004237,414560.4778,94193.9163
E02000448,512197.507,189500.0294
E02006627,512450.7113,103745.6073
E02000354,534547.5301,186079.7789
E02003501,529971.6361,106538.5462
E02004811,485742.8716,150339.8291
E02003067,347326.5801,176047.8117
E02006064,330774.5512,149308.3766
E02000553,511926.9571,171511.2543
E02004719,449308.4877,118467.6932
E02003941,207454.1805,66599.7921
E02004407,562555.0225,131391.2062
E02004815,436723.5566,147184.3155
E02003369,462352.2509,176604.9385
E02006685,386800.7594,158026.4894
E02000455,515728.6953,188228.4801
E02003391,471631.8493,175592.6917
E02004197,253227.1165,49768.858
E02006349,498562.042,151960.5703
E02000703,525115.9202,169059.3376
E02003181,409760.3416,93796.7388
E02000249,514393.3215,182334.9398
W02000325,327779.349,202244.0676
E02001905,405303.9654,284512.9598
E02004728,452010.8946,107716.267
W02000098,325826.8301,315890.1421
E02006589,518523.8182,132671.2819
E02000432,531142.1326,187581.078
E02003095,371616.3258,183592.6472
E02005161,558599.1561,145478.5
E02000124,524018.9284,183162.2067
E02001921,402324.4472,282963.2196
E02000931,528027.5812,175272.3288
E02000456,514387.7221,187929.4575
E02002998,373787.5615,163918.5721
E02000017,544825.1554,184387.0564
E02003153,251704.4525,52387.4677
E02000942,524827.6065,173874.854
E02006065,331672.8289,147742.8486
E02006623,511790.881,104887.8519
E02001904,411942.6445,284810.1456
E02006406,504058.9644,171611.9372
E02000052,526853.6884,189746.6391
E02005010,617985.336,168091.4904
E02006655,398237.2287,172176.5831
E02003114,365521.1001,175532.4353
E02000100,516761.1113,186858.9534
E02006334,513490.6595,160267.5676
E02000331,541842.563,177052.2422
E02000738,541794.4561,183058.5531
E02006051,352316.7663,146774.4958
E02004271,348346.0567,101862.0163
E02001834,407454.2413,295359.0807
E02001862,403427.8,289941.895
E02000258,520048.1041,180978.2737
E02004146,301605.795,82030.2813
E02000060,524257.4148,188039.068
E02007110,532906.8695,182904.5172
E02003434,494863.652,176322.7983
E02007115,530375.1377,182593.9028
E02006782,540369.2172,171130.9618
E02007114,537977.6288,179457.4305
E02000616,518901.7506,163976.3324
E02004184,257170.5279,132454.5378
E02003044,363405.4542,172882.3655
E02004737,456838.2084,105647.2061
E02000623,530299.0282,176970.5529
E02001857,410575.3935,290794.974
E02004179,248796.846,136257.1256
E02006574,485785.9265,93283.3026
E02005001,602985.0782,141956.3631
E02004809,486443.5773,150939.3945
E02003359,488298.29,167313.5161
E02007017,547212.1875,188669.0243
E02004247,399941.8985,104093.7705
E02004222,244966.6279,126806.9175
E02000725,539016.1694,184575.1017
E02000397,530550.9992,191311.4722
E02003526,466643.386,105827.7566
E02000549,511170.7115,173512.2254
E02006671,414889.413,130259.5313
E02001858,405144.2116,290697.6048
E02003216,416347.2516,187725.155
E02006954,521189.7467,189697.8131
E02006939,471101.5751,173524.7491
E02003406,472137.607,169418.0912
E02000866,536314.1285,183199.5282
E02000748,542426.0471,181358.4893
E02000673,535259.9194,173524.0408
E02006571,484156.9617,104746.6216
E02000477,552984.266,188381.7237
E02003118,366041.6365,172905.8226
E02001866,406084.1201,289491.7539
E02000227,536254.8575,162646.2493
E02005068,577201.1524,161499.8746
E02005014,613077.9224,166521.3221
E02003346,575270.2812,164351.9773
E02003362,486293.3393,166540.6761
E02001930,407554.6348,281744.4736
E02000842,524639.4823,166181.3675
E02003233,411825.3126,183711.7742
E02004201,285758.33,91211.1501
E02003013,358506.6252,178512.5581
E02006113,297012.0523,146001.0915
E02003075,348646.8063,168581.7711
E02006928,537764.0662,177659.5655
E02003220,417721.5459,186675.6679
E02006550,503748.56,102341.44
E02000139,536102.8201,169455.4373
E02003099,371031.174,181843.4852
E02006664,418051.4912,136082.7954
W02000414,300755.7971,229270.4432
E02006587,525939.4505,134366.8761
E02003061,356555.8214,168057.516
E02006421,494897.2229,160358.6637
E02001954,404514.0279,277626.7298
W02000316,313832.1684,210309.4026
E02005089,551421.9888,168014.0423
E02004785,429685.4545,108830.7628
E02007068,497692.6118,180642.934
E02000588,527681.4909,179036.9775
E02000351,531985.6706,186761.9238
E02000702,528805.9083,169182.762
E02003056,358890.4582,169657.3623
E02004369,581409.5819,111492.3426
E02000136,545786.435,169448.781
E02000753,545478.6239,192206.278
E02005045,635970.7495,151816.6368
E02000319,544788.9906,178580.7208
E02000007,549495.6414,186301.2266
E02000454,512059.8227,188392.0504
E02000858,530176.5371,163489.1644
E02000520,509803.8746,180259.7258
E02006956,519617.5208,185182.1711
E02003591,449468.5098,88507.8742
E02005036,553823.089,173197.3767
E02003438,494064.1934,167382.2493
E02000541,511744.0955,175946.836
E02000971,527592.095,181547.8779
E02000296,529241.5764,194998.925
E02006341,520811.516,161399.1289
E02006802,531670.9982,179465.5627
E02000834,534151.1319,175083.3911
E02003352,489658.657,170835.9441
E02006618,531431.5377,118250.4005
E02001952,402746.0255,278229.432
E02005064,570682.8526,171371.534
E02003081,334201.1872,162251.7889
E02005131,606184.8678,159146.4179
E02000816,534461.8551,178646.0612
E02006849,414184.6809,189052.3524
E02004149,292306.5055,94277.592
E02004691,467071.1104,152061.1093
E02004195,286949.3879,51366.1365
E02003368,432926.9203,178670.7406
E02006686,384245.1836,157331.3654
E02005164,559089.9537,141604.8592
E02006656,392880.7137,172151.3082
E02000160,539783.2901,165252.2763
E02004413,558554.7404,119486.1045
E02003361,487149.0936,167104.3744
E02004831,446694.8117,131569.4944
E02005053,631012.4051,141250.6406
E02003210,403618.0461,91069.9942
E02000481,557529.0983,187740.3273
E02003409,493890.9362,181596.1024
E02000002,547988.0185,189412.9491
E02005169,558607.3977,139929.1066
E02001938,405019.8756,280685.4869
E02000137,539028.0913,169391.2645
E02000380,522924.5974,179232.27
E02003328,575808.1294,167524.4622
E02007025,426305.1771,150381.6446
E02001838,414202.4537,294095.6932
E02000069,550029.9408,178222.4513
E02000191,529553.4964,182017.8029
E02006694,387117.8732,144607.7823
E02003064,358606.2298,167516.5718
E02000669,538776.6677,174153.8886
E02000927,528330.983,175921.8295
E02005105,622954.9593,136798.6525
E02004808,487523.0954,153946.7171
E02000554,530234.34,187430.2252
E02004223,245291.1964,126163.2494
E02003022,358196.7612,176621.4774
E02000297,532997.6363,194772.0401
E02003417,498385.2276,179353.9551
E02000628,531156.8836,175971.6753
E02004288,368778.3485,73473.7818
E02003452,482577.1769,168845.1546
E02006368,513823.8615,154290.7291
E02000198,532286.9169,169081.4561
E02000659,538459.7235,176143.0646
E02000956,526975.4379,171537.2251
E02003585,454888.5936,92121.3386
E02000155,547137.0733,166551.6727
E02003491,531269.4748,108810.5894
E02004374,582954.1488,110420.1897
E02003136,253924.764,56964.8582
E02003429,490026.6286,178200.0062
E02003899,241696.057,58995.4297
E02003183,408141.5286,93269.8851
E02000181,525795.0374,184328.0166
E02005088,550818.1427,169021.2787
E02000424,530716.3658,188591.4933
E02003527,462898.1012,105909.2307
E02003901,222002.3676,55857.5305
E02003420,502382.7376,177227.0641
E02000885,535182.2857,181069.3049
E02000820,531843.588,178322.6046
E02003179,411727.6546,94513.2027
E02005013,615741.6827,167379.9718
E02006337,522100.0115,164169.2969
E02003072,346668.0095,170545.5128
E02003930,170594.1497,19255.2352
E02000762,543135.5107,189045.2907
E02000223,537970.7838,163403.4298
E02000113,520517.6955,184760.589
E02000084,548034.0444,174761.8967
E02004788,416121.5953,106147.9191
E02000699,524152.8799,169566.7223
E02000819,533901.7045,178450.3256
E02003433,493749.1511,176361.3195
E02000036,520272.8556,193003.4091
E02005116,591877.6701,174218.1467
E02000153,539897.6453,166730.7241
E02004420,557936.3591,110721.5203
E02004761,473628.4224,150683.2697
E02004837,446113.2718,127816.2966
E02007065,359727.5564,181158.4499
E02000672,537413.6848,173769.7168
E02003958,195949.9648,54286.0999
E02006670,413351.8156,130596.4359
E02004410,550753.2036,123323.5363
E02000264,519130.4504,180295.4568
E02004802,485939.3493,157766.754
E02000194,533172.2623,170286.1308
E02005062,566642.4209,171871.9167
E02003508,532507.2821,105410.8071
E02006386,526115.9804,149898.586
E02000345,533831.2942,187907.9304
E02000509,505297.3237,183250.9312
E02006593,517385.2809,130766.4529
E02006992,539266.1671,178563.2888
E02004213,284059.3511,71930.8669
E02005170,559409.4922,139820.379
E02005167,555467.3353,139981.5875
E02003435,496023.8965,175575.6411
E02000291,533406.5419,195915.8734
E02006679,391238.509,162973.4835
E02000292,534007,195700.6403
E02004400,571687.5723,107980.7507
E02000883,537863.0161,181263.4693
E02006672,415793.6683,131707.0126
E02003421,487549.7925,182553.922
E02000949,527813.0243,172942.0035
E02000632,530313.5437,175265.7098
E02006086,354192.8086,117229.4466
E02006070,331671.5563,137857.2433
E02007019,544312.7383,186588.1059
E02004707,474653.0924,124055.8742
E02000888,535575.8307,180923.0469
E02003173,405890.8651,96261.0151
E02004415,549176.4439,118113.3522
W02000336,329587.3226,215023.5138
E02000736,543248.7929,183443.6465
E02000860,526241.5659,163372.8532
E02006096,332848.2554,109206.5715
E02006359,499786.5556,148952.3698
E02004275,347488.2692,92982.4583
E02003444,474920.7174,172104.5139
E02006590,516945.624,132212.9742
E02006058,347859.7318,136098.3363
E02004256,381438.219,126080.8979
E02000952,528538.881,172435.0812
E02006111,313870.2916,120228.9829
E02000275,512799.9312,179039.1587
E02000718,543107.9222,185208.3144
E02000978,527590.7782,179489.4411
E02000436,512972.3084,191599.3801
E02000364,534175.3365,184663.6385
E02000984,371377.299,414046.6208
E02002327,423470.7561,409183.9983
E02006496,451238.7813,275470.9514
E02002246,411708.6692,427820.0848
E02006474,428293.4925,288982.6231
E02006207,388064.8985,356847.6693
E02001408,355586.579,399701.5807
E02001534,439962.1712,402649.5636
E02006210,406449.0162,352799.7334
E02001273,378845.8743,391643.6892
E02002179,389207.9968,295827.4749
E02001989,429661.2877,278387.2981
E02002404,431582.2799,433074.7228
E02001467,330698.4926,393727.354
E02002022,390249.8588,286415.0054
E02001231,398195.5888,400710.2136
E02001129,389283.6562,401346.3477
E02006765,408442.0118,238372.4918
E02001218,388946.2243,386739.4489
E02001182,376966.4033,398165.598
E02001456,331350.1841,398984.7147
E02006171,384901.9014,344415.5448
E02001348,336832.7077,397127.0876
E02001610,449231.5812,382835.6241
E02006161,383068.366,350606.877
E02002065,401499.9756,288959.8619
E02002029,398467.1796,285153.2558
E02002390,435172.3139,434627.8747
E02002045,400045.0107,295359.0606
E02006916,382765.678,397166.4768
E02002109,411524.8189,276081.8217
E02001577,459219.3499,393544.1781
E02001275,371442.0866,391194.4851
E02002462,427794.1525,420177.0258
E02002467,434180.7512,419152.9566
E02002158,395518.8374,301055.8015
E02006477,438014.1265,292488.4175
E02002981,392617.3205,341890.8102
E02002319,408664.3575,413993.2104
E02002214,418126.0329,435189.1752
E02001191,393845.5171,392295.7377
E02001106,392375.4183,407131.4317
E02001457,335619.4091,398986.908
E02001323,365452.0498,399189.4299
E02006178,398920.2736,306410.056
E02006480,434516.5805,291555.1881
E02001251,399940.7177,395800.4975
E02001171,378827.539,400747.998
E02006718,379162.9443,245237.0661
E02002066,400088.7631,288585.7987
E02001099,394099.3158,409572.631
E02002030,390508.5655,284881.6801
E02002954,389143.0919,351743.771
E02002056,395921.4834,293292.4937
E02001183,376144.0134,398005.3863
E02002271,420463.7189,428313.5492
E02001429,337060.4566,420050.8837
E02006468,426389.0501,302573.6405
E02001411,355101.0759,396922.9493
E02001092,381304.001,388958.3503
E02006226,422667.2287,300804.3517
E02001075,387566.6261,394127.5746
E02001365,336956.1114,392735.7428
E02002176,388367.7472,296710.5295
E02002028,388880.1208,285203.3414
E02001414,348550.4894,396011.3537
E02002326,419754.3041,410701.1323
E02001435,333796.5336,416370.3458
E02006519,428595.9288,272461.9639
E02001197,388101.9603,390842.2234
E02006720,382771.7256,238756.6901
E02002195,415225.3021,439672.2096
E02001591,444220.7164,393309.7371
E02001225,387496.7914,385416.5167
E02001169,372516.9905,400973.3423
E02001272,379832.4352,391635.7886
E02001969,432545.566,280996.2894
E02006205,389958.8502,358258.1278
E02002431,427271.4153,427748.0029
E02001554,455038.8793,404596.7646
E02006707,396875.9763,270192.422
E02006139,423906.0936,323682.6817
E02002133,402049.0557,299303.0769
E02001026,381220.5915,410913.1202
E02001082,384484.7201,392626.8246
E02002103,411600.2145,278072.6622
E02001104,395109.1396,407612.4757
E02007048,444036.3876,283238.1989
E02002377,431756.4651,435602.1745
E02001192,388243.595,392255.9914
E02002392,428925.9965,434253.2416
E02001337,344941.6883,391665.8274
E02001311,369425.7566,402194.8171
E02006214,400960.21,343121.5955
E02002263,404470.9937,423313.8541
E02001575,461261.2861,397983.0255
E02006165,385412.5906,348588.3519
E02002248,407421.3349,427419.8253
E02002170,395520.4561,297774.917
E02002132,398444.8589,299215.9018
E02001592,440064.922,393248.5006
E02006729,407359.7527,266182.4206
E02006514,419188.6547,254603.8115
E02002222,412739.1448,433534.6503
E02001351,338498.9754,395529.059
E02006177,398316.0234,307309.9189
E02006175,397330.1566,312302.4604
E02002228,418747.476,432149.4717
E02001305,363859.1057,403299.2441
E02001431,335344.1471,418400.3016
E02002346,425080.2025,439420.5174
E02002177,393435.469,296660.5969
E02000986,371758.7737,412607.0782
E02002453,438474.5823,421978.189
E02006701,400318.9711,274653.4102
E02002420,429144.2906,430323.4231
