geo_unit,X,Y
E02000203,532338.4128,168154.9225
E02004706,477981.8749,127901.8871
E02000061,525093.2289,187326.0729
E02003235,415975.2625,183073.4472
E02003140,253114.3011,56316.9455
E02004139,312721.4629,89480.1594
E02000021,549576.538,183625.3461
E02007009,538380.9964,175039.8879
E02000246,511341.249,183050.8484
E02006930,539618.3474,178216.7224
E02000608,517877.7888,167415.0164
E02000361,534960.9755,184967.7796
E02005155,567963.8902,155103.4872
E02000678,539782.5469,172463.8476
E02004708,474568.8032,123117.2473
E02004357,560265.2916,103056.5257
E02000765,543629.8252,188781.4292
E02000796,513133.166,173525.9764
E02005021,613265.6284,159562.1058
E02001915,412532.5134,283578.6279
E02000610,518399.9431,166944.7926
E02004419,559504.8383,109055.2949
E02004842,465805.4218,111438.2297
E02000534,515635.9234,177115.7913
E02005103,621177.6769,139584.8989
E02000219,536170.1851,165491.9649
E02003505,531792.0604,105606.8303
E02006441,483968.4981,146960.687
E02000661,539393.4012,175612.2308
E02004270,360888.1388,113122.0375
E02006330,511264.6734,164203.9571
E02000475,553090.3393,189434.804
E02003582,448708.868,95082.7293
E02000670,538141.029,173771.937
E02003903,242591.6056,52845.762
E02006106,320284.1579,125419.4229
E02005083,574595.4883,151382.2343
E02003357,488152.7032,168848.4017
E02003512,531969.8419,105104.6678
E02000387,524028.8592,177738.2585
E02003200,405497.2352,93604.296
E02003029,364165.0635,175331.4572
E02003448,479806.8237,170111.9438
E02003205,401680.8332,92444.5516
E02004131,315664.0283,99865.0527
E02000019,547987.606,184014.9689
E02000412,531159.7915,189964.2374
E02000935,521749.2448,174329.1486
E02004274,347023.6118,93548.3551
E02000585,524352.5494,179522.2153
E02004747,459901.5924,100404.5647
E02005016,611507.6438,166344.8905
E02000679,535880.2626,172381.4609
E02001941,409560.2745,279818.5822
E02000111,517765.9746,184995.6567
E02000593,525712.4378,178219.0597
W02000341,337004.967,201040.5013
E02004743,460268.1163,101707.1067
E02004386,544722.5092,101227.207
E02004417,559091.7667,110538.4692
E02001892,412071.9671,285944.4902
E02000130,535651.5046,170567.5973
E02006998,543244.1916,180021.2103
E02006838,484185.3816,136016.8002
E02005086,578398.4567,143647.4528
E02003926,168366.2295,34588.3269
E02003316,577819.7252,172757.1168
E02000729,540288.5302,183913.3213
W02000315,318894.4257,211897.3482
E02006677,419626.7789,120792.528
E02003541,464476.1922,99703.8537
E02000500,509584.5696,187542.6019
E02004759,481573.1843,152405.6854
E02004735,455476.7995,105945.9247
E02004150,294029.7077,94255.2897
E02000974,527089.8964,181276.4393
E02003443,476312.8096,172918.87
E02006554,497327.5473,100472.793
E02006585,527317.4766,135227.7694
E02000756,544430.151,191224.6364
E02002985,364981.9997,168592.1802
E02003953,191004.3023,61372.2198
E02003932,223426.7281,103258.2932
E02006331,515786.4071,163596.8221
E02000283,535884.244,197552.9544
E02003956,198048.504,59536.8819
E02007023,386619.5067,151502.572
E02000894,537559.2919,178641.4928
E02000958,528775.763,171067.7333
E02004172,272710.8183,103446.7626
E02006924,542743.2212,187772.0109
E02000779,543217.5945,186819.5791
E02000523,509549.0164,179026.4595
E02000822,532679.4725,178250.048
E02006636,416220.0891,160383.7466
E02000308,529266.5893,192262.7476
E02001876,407343.6413,287856.7461
E02005102,616697.8534,142327.4392
E02000383,524372.4111,178647.604
E02006684,385447.4618,158349.2217
E02004132,309439.0814,99439.4635
E02003500,531327.6279,106664.3349
E02004838,447991.9973,122414.6991
E02006049,378911.049,148927.7328
E02004261,388925.3978,106950.3604
E02000408,534090.318,190293.821
E02001828,411357.7449,299198.5137
E02006658,400170.04,170612.3195
E02004141,306457.6475,88472.18
E02007108,533555.5575,184726.9654
E02003558,439647.437,114442.6057
E02000759,541064.5028,190411.9238
E02000066,547901.9629,179345.4252
E02001889,411003.5676,286122.3853
E02000474,549913.9169,189498.891
E02000526,521534.3951,178544.0266
E02000760,543835.9793,190295.8044
E02000058,524953.3904,188614.5921
E02003906,176039.6203,53817.3205
E02000082,545277.2035,175267.475
E02003450,473369.9158,169241.6462
E02000837,532630.9334,174414.7479
E02000023,546517.3193,183118.0545
E02001844,411148.3478,293402.0844
E02000420,533188.4571,189151.2106
E02002990,375547.2133,166007.4243
E02004828,438137.6108,116612.3793
E02004685,464314.4335,151923.4132
E02005153,571594.6662,158163.7956
E02003050,358196.8918,171099.3822
E02004151,295712.7347,94175.5832
E02003393,466852.5435,174216.7598
E02004421,558474.7253,104897.69
E02003024,363640.2291,176203.8603
E02000590,527325.7182,178625.4171
E02000324,541506.3652,177963.6725
E02000265,516342.386,180214.7827
E02003525,465073.3863,105872.9912
W02000324,326454.829,204302.0864
E02003922,167541.2165,41589.3536
E02000601,518382.5058,169965.2667
E02006095,344303.4223,109263.6792
E02004234,251484.4311,69949.1344
E02000937,527526.872,174491.1304
E02004775,472275.0115,106512.9554
E02000196,531149.755,169407.6132
E02005112,608744.4702,127871.683
E02003109,365287.9877,177799.2627
E02003502,525400.0181,106322.1537
E02003178,407206.4338,94756.7851
E02005050,629615.9174,144137.9247
E02006800,546216.6421,186945.1897
E02003419,501444.6167,178569.4601
E02000050,526432.0002,190622.8863
E02004392,572027.4947,127105.2329
E02003226,415283.7863,185058.5171
E02004833,446983.023,130263.7327
E02003931,221631.1089,106307.6722
E02005038,553510.6532,172063.5065
E02001884,410590.7719,287142.1794
E02003375,463900.0553,170940.7842
E02004198,273557.2719,44252.1897
E02000485,555103.8274,186651.2121
E02006431,534298.3096,155567.223
E02000429,529604.0892,188201.6614
E02003154,291278.8309,66989.9542
E02006068,331296.3159,137506.3946
E02004361,558926.942,100631.8007
E02004794,418668.3285,98245.9483
E02000166,528556.1806,186514.7273
E02000708,522787.4638,168013.3103
E02004705,484060.5949,131716.7924
E02000521,507123.1663,179513.518
E02000531,517402.8856,177870.1302
E02000207,534409.2828,167431.8044
E02004196,263687.9132,51162.1343
E02000603,519980.2534,168929.4669
W02000343,353480.1891,192526.4398
E02003096,370807.1759,183109.3451
E02001829,412646.8604,298918.3334
E02006659,383369.6612,169860.4476
E02006586,525297.225,135002.0613
E02003077,351620.192,164659.5126
E02003587,459667.9577,91697.5321
E02003964,199978.5868,46721.9068
E02004750,460805.184,99265.8239
E02003068,352416.8318,175669.9155
E02000945,522264.4575,173452.0102
E02001925,403612.287,282189.7961
E02000192,530994.958,182004.5384
E02006847,412135.2969,188862.5285
E02006415,508298.7793,167313.9494
E02000278,535275.9191,198953.3341
E02000248,518580.7571,182520.5617
E02006882,516953.7913,189376.2094
E02000633,531037.98,175066.2011
E02000516,511758.3496,181315.8216
E02000644,531221.2333,172468.6939
E02000095,519185.584,188706.2314
E02000533,519770.2519,177742.0135
E02006080,355312.7273,123740.5585
E02003529,466365.5572,104975.5493
E02003190,411207.9863,91769.6684
E02004255,380449.0949,126656.2527
E02000390,524452.346,177231.1188
E02006999,540918.5789,179989.2043
E02004177,251523.3552,147001.8708
E02000921,538880.639,186070.3043
E02000352,532885.7336,186714.4923
E02001903,408997.0819,284686.7464
E02001918,407774.0866,283217.8274
E02003198,402888.6857,94109.578
E02004267,396381.9615,81584.9558
E02006580,524874.3941,136283.4519
E02000326,540921.3551,177797.6483
E02006611,534461.396,125023.9567
W02000339,350358.8157,212742.7465
E02000406,531671.7463,190336.2802
E02004254,398848.3846,96721.7863
E02000884,534252.646,181222.9499
E02006053,377830.9241,147368.9022
E02006541,518113.72,104195.3858
E02000150,537012.1159,167798.2359
E02006050,377315.3407,148038.7153
E02000612,521936.6836,166674.1119
E02003349,580709.1836,163960.952
E02005028,554934.0574,175333.4769
E02006972,518552.5177,178088.6928
E02003520,531719.6826,104275.392
E02000592,526437.6151,178591.9058
E02004165,296125.0636,113641.5232
E02006594,515452.6623,130630.7627
E02003015,359161.4229,177415.3194
E02005107,620861.8113,136498.5302
E02006092,354076.4185,114981.7469
E02004818,434378.6722,145367.0311
E02003952,183686.3333,61801.7397
E02000323,543812.6908,178139.1981
E02000010,549154.3678,185345.6826
E02000185,525774.6515,183780.5884
E02000035,525947.149,192913.064
E02003188,409073.6881,91735.607
E02005119,591569.3557,172033.5259
E02000645,532114.8107,172304.717
E02000732,541737.5999,183628.4237
E02000142,541471.6852,169179.1647
E02004233,248076.2613,73975.9742
E02000417,528756.967,189272.6358
E02000329,545050.6904,177362.452
E02004748,461346.5307,100043.0099
E02006879,622858.2507,136145.8638
E02004792,444413.7093,102299.0274
E02003104,361765.5379,180722.5638
E02000728,542890.8628,184196.7712
E02000146,541661.7083,168121.5946
E02000289,530312.9111,196142.203
E02005139,629955.783,169257.8863
E02000746,543537.1617,181239.9744
E02003222,411182.2682,185893.301
E02004754,476330.8015,156636.4509
E02000386,524730.9403,177986.2649
E02006657,399760.8637,171789.2041
E02004402,574299.5646,107484.0884
E02003208,401633.3808,90913.6857
E02003944,156678.6785,37673.2799
E02004732,450039.4071,106532.1813
E02003041,356988.3129,173190.8042
E02000046,525520.1236,190826.4117
E02006356,499988.0946,150015.0697
E02000348,533908.2912,187383.1896
E02003928,166283.2904,27730.5363
E02003411,498998.5243,180962.2268
E02000936,524104.6011,174555.2105
W02000327,330432.5796,199788.5365
E02005006,586876.359,138611.7561
E02000112,518728.209,185159.7481
E02003553,443268.6988,115484.6742
E02003047,357713.5332,171726.3223
E02005034,552492.7873,174010.9561
E02003535,465655.7627,101724.0566
E02000706,527360.8298,169000.4073
E02000444,517756.3721,190065.4355
E02007109,533533.3917,184273.1896
E02003204,402916.1286,92479.5363
E02004385,540940.8971,101802.398
E02004742,458532.3427,102515.0781
E02006790,536427.7428,158560.4441
E02006076,361685.651,131088.7674
E02000941,526249.5425,174066.0173
E02003338,582326.58,166248.7658
E02004269,363558.0043,116766.4198
E02000256,517001.0915,181030.9811
E02001867,407064.8139,289290.5609
E02006551,505824.3623,102073.1654
E02000391,525607.7017,176878.0822
E02000175,525477.4776,184957.0236
E02000695,528500.3929,170313.7529
E02003379,448565.6384,167912.735
E02003532,464996.1176,102766.6716
E02000734,540020.6115,183581.2377
E02006597,508782.5651,125573.1891
E02004142,298702.1305,86541.1965
E02004373,579783.8637,110864.8889
E02001947,407101.4243,278731.7112
E02006427,489095.6875,155573.8726
E02000962,526647.2479,182688.0658
E02006565,497513.6322,121124.305
E02000722,539695.7201,184698.8862
E02000739,540522.2231,182899.9148
E02006546,507027.6722,103306.8505
E02004185,250562.2085,132089.4709
E02005048,628591.2425,148949.692
E02000798,514449.0947,172747.0697
E02005082,579368.4761,151983.5259
E02000544,514650.8725,175043.8373
E02003062,357642.2708,167813.491
E02003523,537828.9684,102679.9132
E02006858,564116.7224,101874.4155
E02005067,564356.9645,162601.0935
E02000347,533098.7007,187456.9955
E02000222,532994.6186,163902.1079
E02000286,531692.1748,197056.1567
E02006054,354362.0438,145571.1464
E02001946,402576.5076,279221.3481
E02006410,509827.2099,170558.9812
E02000741,541249.7062,182735.1657
E02003189,413369.986,91803.1764
E02003404,472781.5624,171388.5352
E02006660,386748.7648,169968.5291
E02000666,537184.297,174849.3255
E02000122,523410.1726,183864.0543
E02006390,527494.7687,143909.5571
E02000226,534889.0948,162644.2981
E02004403,543047.6493,134822.2505
E02000899,537314.574,192921.5744
E02005059,564871.4802,172919.1183
E02000648,532185.4057,171384.6652
E02000687,535887.4857,171486.233
E02006610,527529.0524,129425.629
E02000793,514034.777,174046.0266
E02001851,412785.3692,291882.0545
E02000473,554252.9508,189754.775
E02004162,291707.8906,90465.7807
E02000916,536763.5978,187435.3498
E02005032,555244.3109,174186.801
E02007113,538343.4078,180579.4056
E02003537,466497.3885,101077.3635
E02000510,507266.7451,182802.0614
E02003031,359012.239,174948.7611
E02004209,287134.7218,73490.6296
E02006556,495645.3838,100351.524
E02000982,528681.5582,178253.7465
E02002986,364887.0588,167691.9302
E02000228,533512.9525,161839.5408
E02006622,512999.3492,104907.6798
E02000030,523162.7971,195530.5262
E02000889,534486.2061,180638.7063
E02000714,540339.2561,185661.4662
E02000426,528029.332,188262.294
E02000604,521509.9634,168430.2467
E02005071,576082.0128,156477.2466
E02001928,399512.7125,281906.9324
E02003552,439019.2542,115639.2272
E02000242,517197.9738,183724.8594
E02003214,415160.1539,188213.2206
E02003053,360598.8501,170751.0385
E02000647,531270.4932,171650.4467
E02003356,490535.2026,169371.1043
E02000788,520399.7987,175442.0465
E02000285,533463.071,197346.2995
E02006335,521522.9598,165266.6172
E02000512,507983.3126,182370.3282
E02004789,442168.4207,106322.6804
E02004232,243332.6196,83532.1538
E02006575,526290.1208,138085.4265
E02000107,523560.0218,185637.5251
E02001939,403272.5225,280663.8025
E02003120,364331.5573,171914.5608
E02000461,515172.2247,186656.6067
E02005057,566289.1054,173566.8954
E02003101,361842.4771,181751.0669
E02003386,447059.938,166307.8787
E02006073,329674.2976,136015.9268
E02006988,532582.8925,164615.5893
E02003396,469169.4778,173384.4351
E02004817,435860.4416,146045.8632
E02006084,342913.3323,117019.7239
E02005106,619790.6742,136495.632
E02005042,632618.987,157453.3691
E02007047,599525.1936,143381.2952
E02000049,521569.6484,190730.2517
E02000042,526271.4701,191963.8062
E02000597,526414.0833,177361.479
E02007078,437099.7248,145441.7461
E02000476,551260.2115,188958.5365
E02006898,405705.3258,287176.974
E02003185,413584.1995,92802.2349
E02004190,269820.0271,59934.6296
E02004839,459568.5657,116796.9398
E02003367,448261.9939,177786.8397
E02004174,283348.9223,100297.0076
E02001841,412088.9494,293720.49
E02006650,405449.576,180957.8806
E02004221,244458.1292,128506.3759
E02003102,366954.4862,181282.3916
E02000755,542260.4704,191521.428
E02000080,546241.0168,175521.1818
E02006548,504573.3246,102932.8842
E02003017,357528.1232,177238.7036
E02004272,368115.1558,95140.5168
E02006382,529641.8175,152816.2626
E02000807,535863.5232,180087.1797
E02003902,243521.1278,55084.7341
E02003905,184287.773,53404.5081
E02004398,574095.8157,109015.9782
E02005079,576466.1173,153316.8104
E02000464,553666.6768,192666.0335
E02000102,521519.3438,186582.24
E02004396,583612.379,114975.7915
E02006856,614349.0453,158065.8427
E02000033,528184.5813,193676.9042
E02000823,532161.3407,177725.7469
E02004250,408250.6958,100843.4595
E02003915,180090.8522,33250.5282
E02003447,477650.7939,170634.7949
E02000953,526411.2786,172334.5904
E02000545,516063.4349,174993.7908
E02000376,522858.278,179815.6605
E02004259,385033.0587,113622.7135
E02007018,547292.935,187948.5372
E02004379,540706.8556,119882.803
E02000901,538748.2745,191740.9988
E02000270,520025.8865,179658.8833
E02000072,552091.6053,177124.5064
E02006394,499382.0967,170858.4355
E02007064,360134.9682,181827.0055
E02006426,488754.9516,157174.5105
E02000328,539908.7981,177657.3003
E02000846,525753.8122,165534.2715
E02001927,402011.492,281917.4913
E02000646,530103.9821,172254.7534
E02003224,418465.8629,185299.512
E02004188,276169.6008,118505.654
